4FGL J0041.4+3800, 10.3697, 38.0097,   7.090,1.4988E-10,1.7076E-12,PowerLaw,  1.9358,  1.9867, -0.0579,fsrq,B3 0038+377
4FGL J0041.7-1607, 10.4382,-16.1210,   5.025,7.0680E-11,9.3898E-13,PowerLaw,  1.7193,  1.6396,  0.1858,bcu,GALEXASC J004141.24-160746.6
4FGL J0041.9-4702, 10.4839,-47.0458,   4.283,6.6338E-11,7.7407E-13,PowerLaw,  1.8857,  1.6849,  0.2130,bcu,RBS 0097
4FGL J0042.0+3640, 10.5053, 36.6724,   6.943,1.6556E-10,1.8435E-12,PowerLaw,  2.1010,  2.1129, -0.0155,bll,RX J0042.0+3641
4FGL J0042.2+2319, 10.5581, 23.3271,  14.308,4.0279E-10,4.9686E-12,PowerLaw,  2.3219,  2.2299,  0.1204,fsrq,PKS 0039+230
4FGL J0043.2+4114, 10.8229, 41.2415,   7.334,2.6890E-10,1.7855E-12,LogParabola,  2.5049,  2.1485,  0.6973,gal,M 31
4FGL J0043.5-0442, 10.8766, -4.7007,   7.467,1.8101E-10,2.0764E-12,PowerLaw,  1.9197,  1.8829,  0.0408,bll,1RXS J004333.7-044257
4FGL J0043.6+2223, 10.9095, 22.3864,   6.110,1.5733E-10,1.7682E-12,PowerLaw,  2.1473,  2.0301,  0.0915,bcu,TXS 0040+221
4FGL J0043.7-1116, 10.9283,-11.2822,   8.475,2.0266E-10,2.3337E-12,PowerLaw,  1.9115,  1.5923,  0.2677,bll,1RXS J004349.3-111612
4FGL J0043.8+3425, 10.9717, 34.4316,  56.531,2.6463E-09,2.5738E-11,LogParabola,  1.9526,  1.8642,  0.0517,fsrq,GB6 J0043+3426
4FGL J0044.2-8424, 11.0711,-84.4016,   7.512,2.0398E-10,3.7304E-12,PowerLaw,  2.6623,  2.6613,  0.0003,fsrq,PKS 0044-84
4FGL J0044.8+6802, 11.2189, 68.0382,   8.469,4.6398E-10,6.3391E-12,PowerLaw,  2.4331,  2.4131,  0.0755,bcu,LQAC 011+068
4FGL J0045.1-3706, 11.2936,-37.1065,  20.807,4.1162E-10,6.8415E-12,PowerLaw,  2.5947,  2.5789,  0.0249,bcu,PKS 0042-373
4FGL J0045.3+2128, 11.3396, 21.4668,  42.998,1.5123E-09,1.5897E-11,LogParabola,  1.8091,  1.6691,  0.0763,bll,GB6 J0045+2127
4FGL J0045.7+1217, 11.4309, 12.2920,  25.803,8.9922E-10,1.0090E-11,PowerLaw,  1.9824,  1.9571,  0.0207,bll,GB6 J0045+1217
